章节序号,题目序号,问题,选项,正确选项序号,解释
17,12,What keyword is used in Kotlin to allow a class to be subclassed?,"[""extend"",""inherit"",""open"",""super""]",2,"In Kotlin, the open keyword is used to mark a class as open for inheritance, allowing other classes to subclass it."
17,13,What must be included in the subclass if the parent class has a secondary constructor?,"[""A function call to the 'init' block."",""A primary constructor in the subclass."",""A secondary constructor with the same parameters."",""An abstract method.""]",2,"If a parent class has a secondary constructor, the subclass must define a secondary constructor that calls the parent’s constructor using the super keyword."
17,14,Which keyword is used to access the parent class's properties or methods in Kotlin?,"[""base"",""parent"",""super"",""this""]",2,The super keyword is used in Kotlin to access the properties or methods of a parent class from within a subclass.
17,15,Which method in a subclass allows calling a method with the same name from the parent class?,"[""override.methodName()"",""parent.methodName()"",""super.methodName()"",""this.methodName()""]",2,"To call a method from a parent class in Kotlin when it is overridden in a subclass, you use super.methodName()."
17,16,Which of the following correctly creates a secondary constructor in a subclass?,"[""constructor() { }"",""constructor(number: Int) : super(number)"",""open constructor(number: Int)"",""secondary constructor()""]",1,A secondary constructor in a subclass calls the constructor of the parent class using super() and matches the parameter signature.
17,17,Which of the following correctly defines a subclass in Kotlin?,"[""class SubClass : ParentClass() { }"",""class SubClass extends ParentClass() { }"",""class SubClass() { }"",""subclass SubClass : ParentClass() { }""]",0,"To create a subclass in Kotlin, use the syntax class SubClass : ParentClass() where the parent class is specified after the colon."
17,18,Which of the following is true about the 'super' keyword in Kotlin?,"[""It can only be used in constructors."",""It is used to access methods and properties from a parent class."",""It is used to access methods and properties from a subclass."",""It must be used in every subclass method.""]",1,"The super keyword is used to access properties and methods from a parent class, providing a way to extend or customize functionality in subclasses."
17,19,Why is the 'open' keyword required before a function to allow it to be overridden?,"[""To allow other classes to modify the function."",""To allow the function to be overridden in subclasses."",""To indicate that the function is private."",""To prevent the function from being inherited.""]",1,"In Kotlin, functions must be marked with the open keyword to indicate that they can be overridden by subclasses."
17,20,Why might you want to override a method in a subclass?,"[""To create a new method with the same name."",""To prevent the method from being inherited."",""To provide a different implementation for the method."",""To restrict access to the method.""]",2,Overriding allows a subclass to provide a custom implementation of a method that is inherited from its parent class.
19,0,How did Android development handle UI updates before Jetpack Compose?,"[""Changes in the UI were handled by the Android Emulator."",""Code had to be written to manually check and update the UI based on data changes."",""Developers used Kotlin functions for UI updates."",""UI updates were automatic with no extra code.""]",1,"Before Compose, developers often needed to write additional code to ensure that the UI reflected changes in data, such as through manual refreshes or frequent checks."
19,1,How does Jetpack Compose differ from the previous XML-based layout design in Android?,"[""Compose allows UI to be defined using Kotlin code rather than XML."",""Compose does not support data-driven user interfaces."",""Compose requires manual handling of screen constraints."",""Compose uses XML files for layout design.""]",0,"Compose uses a declarative syntax written in Kotlin for defining UI layouts, replacing the need for XML-based layout files."
19,2,How does Jetpack Compose help handle different device screen sizes and orientations?,"[""By relying on third-party plugins."",""By requiring custom XML files for each screen size."",""By using Kotlin code to define adaptive layouts with layout managers like Column and Row."",""By using fixed layouts that do not adapt to screen size.""]",2,"Compose uses layout managers like Column and Row in Kotlin code to create adaptive layouts that adjust based on screen size and orientation, simplifying the process compared to managing multiple XML layouts."
19,3,"In Jetpack Compose, what happens when a state used by a UI component changes?","[""The change is ignored until manually refreshed."",""The component is recomposed to reflect the updated state."",""The component using the state remains unchanged."",""The entire app restarts.""]",1,"When a state changes in Jetpack Compose, the component that depends on that state is automatically recomposed, ensuring the UI is always in sync with the current data."
